2014-2015 Award Year Campus-Based Program Data by School,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,, FEDERAL WORK-STUDY ,,, PERKINS LOAN ,,, FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS ,,
02215100, Hallmark Institute of Photography, MA,13761604, Proprietary,0, $-   , $-   ,0, $-   , $-   ,17," $23,194.00 "," $29,150.00 "
02217100, Pima Medical Institute, AZ,857162800, Proprietary,157," $119,586.00 "," $237,805.00 ",0, $-   , $-   ,2004," $312,192.00 "," $399,366.00 "
02217200, Portfolio Center-, GA,303091268, Proprietary,0, $-   , $-   ,0, $-   , $-   ,29," $16,421.00 "," $21,890.00 "
02218000, Carrington College, ID,837040000, Proprietary,33," $67,203.00 "," $52,986.00 ",0, $-   , $-   ,283," $71,516.00 "," $113,741.00 "
02218300, Southwest School of Business & Technical Careers, TX,782211038, Proprietary,0, $-   , $-   ,0, $-   , $-   ,38," $15,100.00 "," $20,134.00 "
02218700, Florida Technical College, FL,328262707, Proprietary,103," $211,344.00 "," $203,336.00 ",0, $-   , $-   ,1548," $291,609.00 "," $408,120.00 "
02218800, Brookline College, AZ,850215815, Proprietary,31," $37,993.00 "," $52,062.00 ",0, $-   , $-   ,781," $136,174.00 "," $161,062.00 "
02219500, Mildred Elley, NY,122061513, Proprietary,75," $92,824.00 "," $199,499.00 ",0, $-   , $-   ,396," $117,659.00 "," $131,348.00 "
02219600, Omega Institute, NJ,80120200, Proprietary,0, $-   , $-   ,0, $-   , $-   ,21," $2,363.00 "," $3,150.00 "
02220000, Colleen O'Hara's Beauty Academy, CA,927014625, Proprietary,0, $-   , $-   ,0, $-   , $-   ,27," $13,108.00 "," $16,311.00 "
02220200, California Culinary Academy, CA,941035134, Proprietary,11," $40,903.00 "," $27,931.00 ",0, $-   , $-   ,107," $52,416.00 "," $84,800.00 "
02220400, Catherine Hinds Institute of Esthetics, MA,18016815, Proprietary,0, $-   , $-   ,0, $-   , $-   ,44," $21,238.00 "," $28,317.00 "
02220500, God's Bible School & College, OH,452026899, Private/Non-Profit,5," $12,366.00 "," $18,140.00 ",0, $-   , $-   ,35," $12,644.00 "," $16,859.00 "
02220900, Cossatot Community College of the University of Arkansas, AR,718320000, Public,16," $29,834.00 "," $27,982.00 ",0, $-   , $-   ,119," $30,914.00 "," $29,821.00 "
02221300, Marinello School of Beauty, CA,925533941, Proprietary,0, $-   , $-   ,0, $-   , $-   ,175," $21,774.00 "," $26,856.00 "
02222700, Francis Tuttle Technology Center School District No. 21, OK,731422710, Public,7," $15,000.00 "," $14,932.00 ",0, $-   , $-   ,336," $14,537.00 "," $22,005.00 "
02223700, Robert Fiance Beauty Schools, NJ,70934623, Proprietary,0, $-   , $-   ,0, $-   , $-   ,50," $11,804.00 "," $14,755.00 "
02224600, Tri-State Cosmetology Institute, TX,779354904, Proprietary,0, $-   , $-   ,0, $-   , $-   ,71," $17,327.00 "," $21,659.00 "
02226000, East Los Angeles College, CA,917546099, Public,116," $507,454.00 "," $480,062.00 ",17, $-   ," $66,000.00 ",1347," $529,191.00 "," $498,200.00 "
02228500, Life Chiropractic College West, CA,945452800, Private/Non-Profit,75," $94,956.00 "," $102,426.00 ",0, $-   , $-   ,0, $-   , $-   
02230500, Ogle School Hair Skin Nails, TX,761323638, Proprietary,0, $-   , $-   ,0, $-   , $-   ,104," $36,123.00 "," $43,500.00 "
02230600, Ogle School Hair Skin Nails, TX,760534650, Proprietary,0, $-   , $-   ,0, $-   , $-   ,48," $16,365.00 "," $20,000.00 "
02230900, Fredrick and Charles Beauty College, CA,955011812, Proprietary,0, $-   , $-   ,0, $-   , $-   ,27," $6,221.00 "," $7,777.00 "
02231900, Gemological Institute of America, CA,920084602, Private/Non-Profit,0, $-   , $-   ,27, $-   ," $47,000.00 ",44," $56,250.00 "," $75,000.00 "
02234000, Cameron College, LA,701195500, Proprietary,3," $35,362.00 "," $20,481.00 ",0, $-   , $-   ,202," $95,078.00 "," $138,557.00 "
02234200, Keystone Technical Institute, PA,171121012, Proprietary,48," $16,174.00 "," $17,147.00 ",0, $-   , $-   ,125," $21,107.00 "," $29,457.00 "
02234500, Boise Bible College, ID,837141220, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,19," $7,139.00 "," $9,500.00 "
02234900, Antilles College of Health, PR,9093006, Proprietary,21," $13,680.00 "," $16,305.00 ",0, $-   , $-   ,152," $18,519.00 "," $24,022.00 "
02236400," Thanh Le College, School of Cosmetology", CA,928404100, Proprietary,0, $-   , $-   ,0, $-   , $-   ,15," $5,617.00 "," $7,293.00 "
02236500, Cankdeska Cikana (Little Hoop) Community College, ND,583350269, Public,11," $11,922.00 "," $7,233.00 ",0, $-   , $-   ,69," $14,904.00 "," $14,904.00 "
02237200, Phillips Graduate Institute, CA,913115541, Private/Non-Profit,17," $52,998.00 "," $65,912.00 ",0, $-   , $-   ,0, $-   , $-   
02237500, Everest College, NV,890148810, Private/Non-Profit,3," $11,953.00 "," $14,840.00 ",0, $-   , $-   ,105," $27,088.00 "," $28,300.00 "
02237800, Specs Howard School of Media Arts, MI,480753953, Proprietary,0, $-   , $-   ,0, $-   , $-   ,48," $35,314.00 "," $44,142.00 "
02237900, Tennessee College of Applied Technology-Paris, TN,382425023, Public,5," $6,000.00 "," $7,455.00 ",0, $-   , $-   ,78," $11,422.00 "," $13,834.00 "
02238100, Minnesota School of Cosmetology, MN,551252252, Proprietary,0, $-   , $-   ,0, $-   , $-   ,40," $11,049.00 "," $14,732.00 "
02241700, PJ's College of Cosmetology, IN,471292204, Proprietary,0, $-   , $-   ,0, $-   , $-   ,19," $12,468.00 "," $15,580.00 "
02241800, American Career College, CA,900046818, Proprietary,71," $145,129.00 "," $171,292.00 ",0, $-   , $-   ,2838," $166,274.00 "," $225,528.00 "
02241900, Commonwealth of Puerto Rico Department of Education, PR,9190759, Public,222," $68,099.00 "," $58,226.00 ",0, $-   , $-   ,554," $71,638.00 "," $88,222.00 "
02242500, Bastyr University, WA,980284966, Private/Non-Profit,242," $229,206.00 "," $183,868.00 ",13, $-   ," $55,500.00 ",13," $18,366.00 "," $24,488.00 "
02242700, Berkeley City College, CA,947041183, Public,69," $230,592.00 "," $221,153.00 ",0, $-   , $-   ,1046," $308,040.00 "," $289,010.00 "
02242900, United Tribes Technical College, ND,585047596, Private/Non-Profit,46," $40,457.00 "," $40,457.00 ",0, $-   , $-   ,85," $64,181.00 "," $64,181.00 "
02244900, Goodwin College, CT,61189980, Private/Non-Profit,81," $225,648.00 "," $247,411.00 ",0, $-   , $-   ,687," $262,159.00 "," $349,545.00 "
02245500, Fortis College, FL,327894679, Proprietary,0, $-   , $-   ,0, $-   , $-   ,378," $52,861.00 "," $65,429.00 "
02247000, New England School of Hair Design, NH,37842003, Proprietary,0, $-   , $-   ,0, $-   , $-   ,21," $5,389.00 "," $5,067.00 "
02250600, Everest College, MO,658072446, Private/Non-Profit,21," $48,188.00 "," $29,880.00 ",0, $-   , $-   ,197," $95,657.00 "," $84,350.00 "
02253700, IntelliTec College, CO,809096096, Proprietary,32," $50,543.00 "," $75,232.00 ",12, $-   ," $36,008.00 ",241," $71,664.00 "," $91,940.00 "
02253900, Berks Technical Institute, PA,196101168, Proprietary,88," $139,587.00 "," $133,508.00 ",0, $-   , $-   ,0, $-   , $-   
02254000, New England Culinary Institute, VT,56023115, Proprietary,42," $15,764.00 "," $11,617.00 ",10, $-   ," $16,332.00 ",112," $18,255.00 "," $29,850.00 "
02254800, Texas Vocational School, TX,779015625, Proprietary,0, $-   , $-   ,0, $-   , $-   ,27," $8,300.00 "," $11,067.00 "
02257400, Arnold's Beauty School, TN,383582713, Proprietary,0, $-   , $-   ,0, $-   , $-   ,11," $5,703.00 "," $7,128.00 "
02257900, International Academy, FL,321193541, Proprietary,0, $-   , $-   ,0, $-   , $-   ,47," $19,264.00 "," $25,685.00 "
02260200, Diesel Driving Academy, LA,711095209, Proprietary,0, $-   , $-   ,0, $-   , $-   ,63," $17,860.00 "," $23,510.00 "
02260500, Summit Academy Opportunities Industrialization Center, MN,554051398, Private/Non-Profit,45," $12,773.00 "," $19,208.00 ",0, $-   , $-   ,281," $35,410.00 "," $48,760.00 "
02260600, National University College, PR,9602036, Proprietary,350," $414,573.00 "," $520,724.00 ",0, $-   , $-   ,2674," $522,273.00 "," $653,506.00 "
02260800, Huertas College, PR,7260000, Proprietary,97," $76,711.00 "," $85,238.00 ",0, $-   , $-   ,617," $94,931.00 "," $129,314.00 "
02261300, Everest Institute, TX,782133841, Private/Non-Profit,22," $73,369.00 "," $46,345.00 ",0, $-   , $-   ,266," $94,578.00 "," $106,500.00 "
02262400, Yeshiva Ohr Elchonon Chabad - West Coast Talmudical Seminary, CA,900467660, Private/Non-Profit,8," $9,816.00 "," $9,595.00 ",0, $-   , $-   ,38," $5,703.00 "," $10,800.00 "
02262500, Faust Institute of Cosmetology, IA,505882349, Proprietary,0, $-   , $-   ,0, $-   , $-   ,20," $5,703.00 "," $7,000.00 "
02265100, Yeshiva Derech Chaim, NY,112184413, Private/Non-Profit,8," $39,340.00 "," $34,335.00 ",0, $-   , $-   ,29," $5,703.00 "," $19,265.00 "
02265500, Capri Institute of Hair Design, NJ,87247166, Proprietary,0, $-   , $-   ,0, $-   , $-   ,69," $10,735.00 "," $13,160.00 "
02265600, John Jay Kenner Academy, LA,700624702, Proprietary,0, $-   , $-   ,0, $-   , $-   ,16," $5,000.00 "," $6,251.00 "
02266200, Helms Career Institute, GA,312106311, Proprietary,0, $-   , $-   ,0, $-   , $-   ,0, $-   , $-   
02266400, Central Christian College of The Bible, MO,652701997, Private/Non-Profit,13," $13,154.00 "," $18,900.00 ",0, $-   , $-   ,33," $15,855.00 "," $20,800.00 "
02267500, Glenwood Beauty Academy, CO,816012577, Proprietary,0, $-   , $-   ,0, $-   , $-   ,14," $5,703.00 "," $8,000.00 "
02267600, Sofia University, CA,943034624, Proprietary,26," $112,121.00 "," $114,217.00 ",0, $-   , $-   ,9," $16,704.00 "," $7,450.00 "
02269300, Stevenson Academy of Hair Design, LA,701141742, Proprietary,0, $-   , $-   ,0, $-   , $-   ,56," $9,690.00 "," $12,112.00 "
02269900, Pennsylvania College of Art & Design, PA,176033528, Private/Non-Profit,12," $13,430.00 "," $17,654.00 ",0, $-   , $-   ,59," $10,047.00 "," $11,400.00 "
02270400, Southeastern Bible College, AL,352442083, Private/Non-Profit,6," $9,632.00 "," $12,842.00 ",0, $-   , $-   ,20," $8,627.00 "," $11,503.00 "
02270600, Life Pacific College, CA,917733298, Private/Non-Profit,9," $17,722.00 "," $16,700.00 ",0, $-   , $-   ,92," $15,978.00 "," $17,000.00 "
02274100, La' James International College - Des Moines, IA,501318813, Proprietary,0, $-   , $-   ,0, $-   , $-   ,13," $5,984.00 "," $7,480.00 "
02275100, Concorde Career Institute, FL,330250000, Proprietary,0, $-   , $-   ,0, $-   , $-   ,86," $31,818.00 "," $38,812.00 "
02276900, Community College of Aurora, CO,800119036, Public,64," $159,279.00 "," $158,828.00 ",0, $-   , $-   ,158," $155,745.00 "," $156,196.00 "
02277300, Sisseton Wahpeton College, SD,572620689, Private/Non-Profit,8," $12,363.00 "," $6,049.00 ",0, $-   , $-   ,80," $26,539.00 "," $16,800.00 "
02277400, South Coast College, CA,928688124, Proprietary,4," $22,578.00 "," $28,223.00 ",0, $-   , $-   ,210," $28,103.00 "," $35,129.00 "
02278100, Santa Fe Community College, NM,875074887, Public,36," $87,108.00 "," $111,951.00 ",0, $-   , $-   ,198," $80,349.00 "," $104,019.00 "
02278800, Southern Technical College, FL,339071157, Proprietary,23," $70,738.00 "," $73,560.00 ",0, $-   , $-   ,768," $87,943.00 "," $210,916.00 "
02279600, Cortiva Institute - Florida, FL,337813634, Proprietary,3," $2,097.00 "," $4,263.00 ",0, $-   , $-   ,25," $6,141.00 "," $5,250.00 "
02280900, Mid-Atlantic Christian University, NC,279094054, Private/Non-Profit,10," $7,417.00 "," $7,417.00 ",0, $-   , $-   ,15," $8,009.00 "," $8,009.00 "
02282100," High Plains Technology Center, School District No. 24", OK,738017000, Public,5," $24,346.00 "," $20,441.00 ",0, $-   , $-   ,34," $5,703.00 "," $7,604.00 "
02282300, Alhambra Beauty College, CA,918017494, Proprietary,0, $-   , $-   ,0, $-   , $-   ,30," $7,093.00 "," $8,867.00 "
02282700, Inter American University of Puerto Rico - Guayama Campus, PR,7854004, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,0, $-   , $-   
02282800, Inter American University of Puerto Rico - Fajardo Campus, PR,7387003, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,0, $-   , $-   
02283800, Beauty Schools of America, FL,330123322, Proprietary,0, $-   , $-   ,0, $-   , $-   ,748," $109,047.00 "," $139,979.00 "
02284300, Interactive College of Technology, GA,303412818, Proprietary,69," $118,920.00 "," $143,725.00 ",0, $-   , $-   ,553," $161,752.00 "," $165,010.00 "
02285100, Hilltop Beauty School, CA,940142012, Proprietary,0, $-   , $-   ,0, $-   , $-   ,68," $10,060.00 "," $12,400.00 "
02285500, Creative Circus (The), GA,303244144, Proprietary,4," $5,068.00 "," $6,902.00 ",0, $-   , $-   ,0, $-   , $-   
02286600, Little Big Horn College, MT,590220000, Public,9," $12,060.00 "," $14,163.00 ",0, $-   , $-   ,25," $17,340.00 "," $17,340.00 "
02287100, La Belle Beauty School, FL,330123224, Proprietary,0, $-   , $-   ,0, $-   , $-   ,146," $17,110.00 "," $20,088.00 "
02287900, Raphael's School of Beauty Culture, OH,444464613, Proprietary,0, $-   , $-   ,0, $-   , $-   ,0, $-   , $-   
02288400, Gwinnett Technical College, GA,300435702, Public,80," $138,805.00 "," $159,256.00 ",0, $-   , $-   ,395," $139,044.00 "," $136,000.00 "
02289800, Kaplan Career Institute, PA,191540000, Proprietary,27," $62,671.00 "," $57,002.00 ",0, $-   , $-   ,593," $86,927.00 "," $122,605.00 "
02291200, Cannella School of Hair Design, IL,606394828, Proprietary,0, $-   , $-   ,0, $-   , $-   ,27," $7,973.00 "," $9,965.00 "
02291300, Art Institute of Seattle (The), WA,981211622, Proprietary,14," $92,478.00 "," $61,114.00 ",113, $-   ," $460,961.00 ",202," $120,561.00 "," $129,471.00 "
02294900, Institute of Audio Research, NY,100034595, Proprietary,0, $-   , $-   ,0, $-   , $-   ,0, $-   , $-   
02295000, Everest College Phoenix, AZ,850211610, Proprietary,2," $1,177.00 "," $3,767.00 ",0, $-   , $-   ,263," $65,741.00 "," $74,254.00 "
02295500, Cannella School of Hair Design, IL,600205401, Proprietary,0, $-   , $-   ,0, $-   , $-   ,21," $5,703.00 "," $7,063.00 "
02295700, National Academy of Beauty Arts, MO,636401827, Proprietary,0, $-   , $-   ,0, $-   , $-   ,44," $16,531.00 "," $20,275.00 "
02297000, Charlotte Technical Center, FL,339483375, Public,0, $-   , $-   ,0, $-   , $-   ,23," $6,079.00 "," $8,105.00 "
02297700, Automeca Technical College, PR,9610000, Proprietary,0, $-   , $-   ,0, $-   , $-   ,0, $-   , $-   
02298000, Design Institute of San Diego, CA,921212685, Proprietary,11," $11,947.00 "," $15,930.00 ",0, $-   , $-   ,80," $13,833.00 "," $18,444.00 "
02298500, Everest College, UT,841192668, Private/Non-Profit,2," $6,467.00 "," $8,622.00 ",0, $-   , $-   ,32," $7,125.00 "," $9,500.00 "
02300100, Everest College, WA,983671835, Private/Non-Profit,11," $39,804.00 "," $22,974.00 ",0, $-   , $-   ,364," $129,444.00 "," $164,681.00 "
02301100, Turtle Mountain Community College, ND,583160000, Private/Non-Profit,32," $25,543.00 "," $24,327.00 ",0, $-   , $-   ,83," $26,129.00 "," $24,885.00 "
02301300, Prism Career Institute, PA,190822448, Proprietary,0," $15,431.00 ", $-   ,0, $-   , $-   ,135," $36,797.00 "," $46,637.00 "
02301400, Ohio Valley College of Technology, OH,439209139, Proprietary,5," $14,455.00 "," $11,328.00 ",0, $-   , $-   ,40," $17,015.00 "," $26,124.00 "
02303800, American Educational College, PR,9610000, Proprietary,169," $24,929.00 "," $27,469.00 ",0, $-   , $-   ,518," $41,552.00 "," $95,370.00 "
02304300, Platt College - San Diego, CA,921153979, Proprietary,8," $24,827.00 "," $30,437.00 ",0, $-   , $-   ,44," $32,095.00 "," $37,987.00 "
02304800, PJ's College of Cosmetology, IN,473743103, Proprietary,0, $-   , $-   ,0, $-   , $-   ,13," $7,515.00 "," $9,183.00 "
02305300, Parker University, TX,752295609, Private/Non-Profit,116," $175,000.00 "," $98,662.00 ",32, $-   ," $54,000.00 ",96," $7,108.00 "," $61,432.00 "
02305800, Florida Career College, FL,331742521, Proprietary,173," $338,681.00 "," $319,589.00 ",0, $-   , $-   ,5569," $460,083.00 "," $747,945.00 "
02306300, Kaplan College, CA,953689083, Proprietary,16," $46,654.00 "," $39,828.00 ",0, $-   , $-   ,611," $57,736.00 "," $97,964.00 "
02306700, Fort Worth Beauty School, TX,761357027, Proprietary,0, $-   , $-   ,0, $-   , $-   ,78," $11,013.00 "," $13,949.00 "
02306800, Platt College, OK,741451111, Proprietary,30," $65,462.00 "," $69,115.00 ",0, $-   , $-   ,383," $91,709.00 "," $108,937.00 "
02306900, Iowa School of Beauty, IA,525012312, Proprietary,0, $-   , $-   ,0, $-   , $-   ,34," $5,703.00 "," $7,224.00 "
02312200, Texas School of Business, TX,770736032, Proprietary,28," $41,132.00 "," $55,159.00 ",0, $-   , $-   ,548," $46,476.00 "," $52,456.00 "
02312300, La' James International College, IL,612444040, Proprietary,0, $-   , $-   ,0, $-   , $-   ,13," $5,703.00 "," $7,129.00 "
02313900, Westwood College - O'Hare Airport, IL,606312801, Proprietary,40," $75,081.00 "," $127,630.00 ",0, $-   , $-   ,77," $95,048.00 "," $74,436.00 "
02314100, Schiller International University, FL,337713842, Proprietary,6," $2,027.00 "," $2,286.00 ",0, $-   , $-   ,141," $114,105.00 "," $109,534.00 "
02315400, Northeast Texas Community College, TX,754560000, Public,90," $76,954.00 "," $78,127.00 ",0, $-   , $-   ,25," $27,094.00 "," $24,779.00 "
02316200, Miami Lakes Educational Center and Technical College, FL,330146720, Public,0, $-   , $-   ,0, $-   , $-   ,321," $102,692.00 "," $128,114.00 "
02316600, Connecticut Center For Massage Therapy, CT,61113975, Proprietary,0, $-   , $-   ,0, $-   , $-   ,21," $7,568.00 "," $3,821.00 "
02317200, Maranatha Baptist University, WI,530947638, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,226," $24,251.00 "," $32,320.00 "
02319200, Lake Forest Graduate School of Management, IL,600454824, Private/Non-Profit,0," $2,974.00 ", $-   ,0, $-   , $-   ,0, $-   , $-   
02320200, Houston Graduate School of Theology, TX,770353602, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,0, $-   , $-   
02320900, Tidewater Tech, VA,235021747, Proprietary,0, $-   , $-   ,0, $-   , $-   ,129," $24,970.00 "," $33,287.00 "
02325100, Key College, FL,330043046, Proprietary,0, $-   , $-   ,0, $-   , $-   ,32," $5,703.00 "," $7,140.00 "
02325700, Labaron Hairdressing Academy, MA,27406031, Proprietary,0, $-   , $-   ,0, $-   , $-   ,35," $5,592.00 "," $7,363.00 "
02325800, LaBaron Hairdressing Academy, MA,23015570, Proprietary,0, $-   , $-   ,0, $-   , $-   ,24," $7,951.00 "," $9,956.00 "
02326200, Kaplan College, TN,372171342, Proprietary,30," $36,885.00 "," $28,489.00 ",0, $-   , $-   ,581," $45,810.00 "," $65,243.00 "
02326300, Fortis Institute, TN,385014305, Proprietary,20," $48,576.00 "," $39,230.00 ",0, $-   , $-   ,342," $60,000.00 "," $91,935.00 "
02326900, Sunstate Academy, FL,339071415, Proprietary,0, $-   , $-   ,0, $-   , $-   ,195," $20,318.00 "," $23,720.00 "
02327800, Pineville Beauty School, LA,713606495, Proprietary,0, $-   , $-   ,0, $-   , $-   ,9," $5,569.00 "," $6,549.00 "
02328500, Moler - Pickens Beauty College, OH,450144260, Proprietary,0, $-   , $-   ,0, $-   , $-   ,35," $9,521.00 "," $9,576.00 "
02328900, Emmaus Bible College, IA,520013096, Private/Non-Profit,13," $9,230.00 "," $11,980.00 ",0, $-   , $-   ,19," $8,376.00 "," $10,197.00 "
02330500, Laguna College of Art and Design, CA,926511136, Private/Non-Profit,22," $40,558.00 "," $40,558.00 ",0, $-   , $-   ,44," $33,375.00 "," $33,375.00 "
